Date,Open,High,Low,Close,Event,Category
2015-08-26,8037.66,8092.17,7938.2,8030.57,,
2015-08-27,8139.37,8205.73,8098.79,8162.19,,
2015-08-28,8117.31,8178.42,8068.0,8110.77,,
2015-08-31,8050.08,8094.79,8022.86,8052.35,,
2015-09-01,8176.49,8211.69,8112.37,8150.61,,
2015-09-02,8054.84,8078.69,7986.4,8054.86,,
2015-09-03,8032.29,8095.43,8003.3,8062.06,,
2015-09-04,7974.28,8064.79,7945.2,7982.18,,
2015-09-07,8198.51,8294.38,8092.47,8183.87,,
2015-09-08,8066.09,8097.92,8036.12,8063.47,,
2015-09-09,8130.32,8153.8,8122.19,8140.08,,
2015-09-10,7997.78,8087.3,7973.59,8064.32,,
2015-09-11,8115.24,8131.55,8098.05,8115.11,,
2015-09-14,8085.96,8121.3,8041.18,8087.0,,
2015-09-15,7994.24,8028.22,7910.95,8000.6,,
2015-09-16,8116.14,8124.25,8037.58,8093.34,,
2015-09-17,8125.87,8225.41,8056.96,8127.42,,
2015-09-18,8062.31,8095.96,8019.69,8062.83,,
2015-09-21,7968.58,8047.3,7934.33,8009.87,,
2015-09-22,7946.02,8025.27,7912.27,7970.58,,
2015-09-23,8212.96,8259.13,8204.74,8226.53,,
2015-09-24,8174.38,8182.55,8087.11,8101.13,,
2015-09-25,8058.88,8112.56,8006.98,8048.95,,
2015-09-28,8154.94,8205.57,8069.76,8166.65,,
2015-09-29,8022.26,8053.94,7960.74,8015.48,,
2015-09-30,7959.39,7992.39,7929.98,7949.72,,
2015-10-01,8071.1,8106.7,8017.13,8089.97,,
2015-10-02,8096.05,8123.74,8027.97,8088.46,,
2015-10-05,8048.0,8087.61,7987.65,8076.13,,
2015-10-06,8008.64,8080.29,7989.35,8059.08,,
2015-10-07,8097.7,8122.68,8071.38,8112.64,,
2015-10-08,8058.43,8099.3,8012.98,8045.91,,
2015-10-09,8021.75,8042.32,7990.53,8013.4,,
2015-10-12,8013.96,8078.2,7958.82,8009.78,,
2015-10-13,8066.28,8089.07,7993.98,8011.43,,
2015-10-14,7930.44,7964.0,7893.02,7943.32,,
2015-10-15,8140.73,8148.87,8029.93,8106.51,,
2015-10-16,8027.56,8043.27,7935.99,8013.81,,
2015-10-19,7972.02,8029.16,7964.04,8000.96,,
2015-10-20,7979.5,8030.74,7930.0,7974.67,,
2015-10-21,8085.0,8130.9,7991.7,8047.91,,
2015-10-22,7976.2,8028.65,7968.22,8018.25,,
2015-10-23,8054.82,8071.82,8023.88,8055.71,,
2015-10-26,8173.59,8225.81,8152.03,8186.27,,
2015-10-27,8012.87,8030.63,7927.09,7992.04,,
2015-10-28,7985.62,8038.14,7959.64,7990.21,,
2015-10-29,8072.32,8084.54,7985.28,8066.64,,
2015-10-30,8152.92,8178.54,8113.38,8140.44,,
2015-11-02,8007.15,8083.9,7939.07,8044.04,,
2015-11-03,7985.2,8044.48,7927.59,7970.48,,
2015-11-04,8142.78,8169.44,8116.96,8136.01,,
2015-11-05,8132.84,8227.22,8062.39,8096.25,,
2015-11-06,8072.04,8127.33,7988.54,8086.13,,
2015-11-09,8000.78,8029.88,7932.41,7993.53,,
2015-11-10,8079.14,8107.85,7983.79,8048.24,,
2015-11-11,8086.11,8094.19,8041.31,8056.45,,
2015-11-12,7961.72,7987.22,7934.89,7961.62,,
2015-11-13,8065.59,8112.48,8057.52,8095.1,,
2015-11-16,8014.26,8097.69,7945.85,8058.39,,
2015-11-17,7989.49,8043.8,7939.87,8023.76,,
2015-11-18,8026.13,8064.07,8009.73,8026.73,,
2015-11-19,8024.77,8080.17,7963.06,8020.43,,
2015-11-20,7941.11,8027.41,7881.64,7962.3,,
2015-11-23,8051.48,8112.25,8017.53,8028.73,,
2015-11-24,8116.59,8202.94,8008.97,8124.16,,
2015-11-25,7984.03,8027.57,7928.9,7970.71,,
2015-11-26,7991.17,8035.11,7916.27,7965.89,,
2015-11-27,7976.83,8091.46,7935.52,7994.79,,
2015-11-30,7943.82,7964.43,7934.74,7954.3,,
2015-12-01,8013.64,8088.55,7942.81,8020.24,,
2015-12-02,8079.37,8093.01,8038.18,8068.34,,
2015-12-03,8012.85,8063.64,7952.68,8024.64,,
2015-12-04,7991.6,8052.87,7963.05,8040.49,,
2015-12-07,8077.02,8117.79,8030.08,8107.72,,
2015-12-08,7942.02,7996.25,7909.13,7948.17,,
2015-12-09,7786.12,7899.31,7747.85,7870.06,,
2015-12-10,8023.98,8084.58,8010.07,8038.61,,
2015-12-11,7994.45,8002.44,7922.66,7986.09,,
2015-12-14,8052.34,8061.34,8033.29,8042.63,,
2015-12-15,7821.43,7874.79,7813.6,7855.28,,
2015-12-16,7980.9,8060.89,7928.33,7966.9,,
2015-12-17,8033.43,8096.0,7968.1,8020.57,,
2015-12-18,7970.42,7983.07,7915.15,7941.83,,
2015-12-21,8065.2,8079.71,7987.37,8021.12,,
2015-12-22,8067.19,8099.94,7951.32,7992.33,,
2015-12-23,7987.83,8030.75,7960.32,7991.49,,
2015-12-24,8003.27,8038.21,7969.54,8005.07,,
2015-12-25,8146.21,8206.16,8084.52,8113.86,,
2015-12-28,7966.26,8019.62,7925.31,7982.23,,
2015-12-29,7850.02,7894.01,7828.89,7867.28,,
2015-12-30,8072.91,8140.76,7994.31,8073.25,,
2015-12-31,8094.34,8128.12,8008.63,8038.78,,
2016-01-01,7949.03,7966.63,7900.37,7950.43,,
2016-01-04,7783.59,7872.89,7723.68,7795.96,,
2016-01-05,7893.84,7932.7,7881.11,7901.36,,
2016-01-06,7800.93,7824.1,7752.33,7815.08,,
2016-01-07,7793.19,7858.98,7673.7,7814.94,,
2016-01-08,7662.78,7734.74,7650.79,7710.24,,
2016-01-11,7835.54,7863.64,7809.69,7833.8,,
2016-01-12,7767.25,7783.51,7704.61,7772.15,,
2016-01-13,7753.65,7772.59,7665.54,7692.98,,
2016-01-14,7749.27,7780.77,7732.77,7756.77,,
2016-01-15,7835.95,7843.79,7784.98,7812.93,,
2016-01-18,7642.27,7662.0,7625.83,7642.47,,
2016-01-19,7638.65,7647.37,7596.54,7606.52,,
2016-01-20,7561.94,7595.93,7486.34,7584.77,,
2016-01-21,7595.86,7644.63,7452.15,7591.53,,
2016-01-22,7558.41,7600.75,7488.44,7543.0,,
2016-01-25,7397.91,7466.2,7338.24,7430.93,,
2016-01-26,7499.76,7534.59,7458.23,7487.97,,
2016-01-27,7534.75,7593.04,7467.56,7477.62,,
2016-01-28,7511.78,7556.53,7438.38,7499.24,,
2016-01-29,7367.2,7429.24,7291.94,7349.79,,
2016-02-01,7317.1,7325.99,7294.12,7315.85,,
2016-02-02,7386.17,7444.69,7338.54,7365.93,,
2016-02-03,7390.89,7438.6,7316.83,7378.51,,
2016-02-04,7316.82,7364.35,7275.98,7343.88,,
2016-02-05,7270.58,7305.99,7263.31,7291.12,,
2016-02-08,7137.97,7218.75,7099.79,7143.2,,
2016-02-09,7103.53,7117.44,7019.91,7083.17,,
2016-02-10,7233.62,7283.48,7141.21,7246.29,,
2016-02-11,7125.13,7264.96,7045.13,7150.47,,
2016-02-12,7055.17,7106.26,6945.63,7055.87,,
2016-02-15,7135.32,7157.2,7081.06,7124.63,,
2016-02-16,7074.28,7100.95,7067.2,7089.43,,
2016-02-17,7051.36,7117.17,7027.37,7038.56,,
2016-02-18,6967.02,6987.68,6908.02,6973.17,,
2016-02-19,6908.61,6976.12,6882.02,6928.02,,
2016-02-22,6939.79,6976.21,6899.05,6946.31,,
2016-02-23,6838.63,6897.3,6831.79,6865.64,,
2016-02-24,6938.53,6952.73,6915.03,6944.97,,
2016-02-25,6972.98,6989.01,6951.85,6976.78,,
2016-02-26,6897.88,6921.2,6890.98,6912.26,,
2016-02-29,6756.41,6852.78,6710.82,6788.81,Budget 2016 crash,Budget
2016-03-01,6781.98,6827.68,6748.36,6791.59,,
2016-03-02,6892.98,6936.93,6883.66,6902.1,,
2016-03-03,6987.23,7012.26,6935.81,6955.69,,
2016-03-04,6867.47,6879.94,6853.22,6865.43,,
2016-03-07,6810.98,6894.54,6750.46,6848.05,,
2016-03-08,6718.3,6795.76,6673.67,6785.37,,
2016-03-09,6990.35,7032.06,6924.99,6955.02,,
2016-03-10,6950.46,6981.74,6943.48,6958.93,,
2016-03-11,6807.03,6851.49,6761.25,6818.09,,
2016-03-14,6824.44,6861.25,6774.12,6844.8,,
2016-03-15,6996.88,7027.63,6915.13,6937.62,,
2016-03-16,6840.62,6904.81,6805.39,6829.38,,
2016-03-17,6918.61,6927.5,6887.44,6897.48,,
2016-03-18,6826.27,6867.97,6789.21,6854.14,,
2016-03-21,6880.48,6905.51,6810.55,6868.31,,
2016-03-22,6998.02,7009.11,6936.36,6956.51,,
2016-03-23,6979.14,7038.62,6911.79,6935.08,,
2016-03-24,6928.82,6935.75,6901.29,6914.53,,
2016-03-25,6939.26,7029.18,6926.44,6989.2,,
2016-03-28,6963.85,7030.9,6880.67,6977.69,,
2016-03-29,7076.61,7099.93,7049.84,7092.58,,
2016-03-30,6971.52,6998.16,6933.78,6952.83,,
2016-03-31,6970.25,7015.69,6932.21,6980.7,,
2016-04-01,6918.16,6954.34,6880.88,6925.1,,
2016-04-04,6992.32,7032.55,6953.21,6980.05,,
2016-04-05,7048.47,7096.43,7000.16,7030.7,,
2016-04-06,6919.21,6967.25,6896.52,6916.09,,
2016-04-07,6972.04,6992.79,6954.27,6983.43,,
2016-04-08,6965.5,7035.32,6935.36,7025.57,,
2016-04-11,7048.56,7061.47,6971.4,7003.58,,
2016-04-12,7060.53,7100.69,7014.13,7084.52,,
2016-04-13,7000.0,7034.42,6981.93,7001.62,,
2016-04-14,7047.12,7054.17,7027.41,7034.58,,
2016-04-15,7030.63,7143.97,7023.6,7096.4,,
2016-04-18,7094.82,7160.76,7078.76,7095.42,,
2016-04-19,6929.08,6975.16,6907.08,6945.63,,
2016-04-20,6878.06,6935.06,6871.18,6905.5,,
2016-04-21,7057.04,7074.18,7034.86,7066.46,,
2016-04-22,7026.83,7062.94,6991.93,7005.59,,
2016-04-25,7008.13,7046.79,6976.82,7021.07,,
2016-04-26,7201.73,7241.56,7098.69,7175.26,,
2016-04-27,7050.2,7106.4,7019.77,7070.92,,
2016-04-28,7241.39,7248.63,7162.53,7190.75,,
2016-04-29,7094.24,7101.33,7037.58,7057.3,,
2016-05-02,7188.11,7202.33,7154.08,7193.76,,
2016-05-03,7102.96,7163.47,7058.04,7070.9,,
2016-05-04,7158.08,7189.17,7075.78,7124.4,,
2016-05-05,7116.95,7132.53,7051.07,7080.93,,
2016-05-06,7138.33,7213.76,7124.09,7163.75,,
2016-05-09,7252.15,7259.41,7203.74,7221.82,,
2016-05-10,7121.71,7199.14,7072.08,7172.33,,
2016-05-11,7226.47,7233.7,7179.25,7198.04,,
2016-05-12,7159.13,7208.88,7125.16,7178.49,,
2016-05-13,7130.05,7157.56,7015.0,7105.86,,
2016-05-16,7109.33,7120.51,7085.08,7103.97,,
2016-05-17,7220.86,7262.99,7186.02,7218.47,,
2016-05-18,7173.61,7210.27,7115.85,7192.33,,
2016-05-19,7215.63,7258.75,7164.74,7222.77,,
2016-05-20,7093.81,7134.64,7075.59,7110.46,,
2016-05-23,7265.21,7293.12,7223.95,7232.1,,
2016-05-24,7261.54,7318.72,7179.71,7300.86,,
2016-05-25,7141.13,7148.27,7082.36,7105.7,,
2016-05-26,7222.34,7263.78,7190.05,7250.5,,
2016-05-27,7202.74,7209.95,7134.56,7167.01,,
2016-05-30,7294.65,7311.61,7225.69,7252.27,,
2016-05-31,7184.23,7211.59,7177.04,7198.6,,
2016-06-01,7249.98,7288.43,7242.73,7275.87,,
2016-06-02,7262.39,7269.65,7194.08,7217.43,,
2016-06-03,7177.97,7241.02,7170.79,7224.05,,
2016-06-06,7152.08,7231.03,7096.95,7158.28,,
2016-06-07,7456.43,7463.88,7398.07,7413.68,,
2016-06-08,7427.71,7484.95,7325.23,7386.11,,
2016-06-09,7295.41,7349.84,7276.91,7308.37,,
2016-06-10,7287.16,7294.45,7251.09,7278.14,,
2016-06-13,7291.61,7358.64,7274.97,7347.39,,
2016-06-14,7257.87,7323.46,7196.02,7284.81,,
2016-06-15,7290.35,7367.03,7258.57,7293.44,,
2016-06-16,7422.53,7475.13,7380.07,7413.35,,
2016-06-17,7278.76,7286.04,7198.75,7253.34,,
2016-06-20,7402.29,7442.36,7356.02,7413.18,,
2016-06-21,7217.27,7244.8,7209.95,7223.56,,
2016-06-22,7212.31,7267.7,7205.1,7238.13,,
2016-06-23,7165.75,7175.89,7084.23,7167.54,,
2016-06-24,7294.73,7347.48,7285.85,7313.71,Brexit Leave -3.62%,Global
2016-06-27,7359.24,7412.93,7310.06,7371.64,,
2016-06-28,7342.48,7392.43,7302.59,7346.34,,
2016-06-29,7419.93,7432.32,7341.48,7384.42,,
2016-06-30,7281.77,7359.54,7274.49,7351.24,,
2016-07-01,7435.44,7464.08,7403.86,7423.8,,
2016-07-04,7456.14,7492.49,7384.55,7415.48,,
2016-07-05,7302.2,7335.51,7248.5,7315.3,,
2016-07-06,7385.48,7470.88,7332.78,7391.78,,
2016-07-07,7307.07,7366.58,7292.42,7350.38,,
2016-07-08,7404.48,7432.91,7368.25,7406.43,,
2016-07-11,7387.0,7438.48,7379.61,7394.34,,
2016-07-12,7185.6,7273.38,7178.41,7247.13,,
2016-07-13,7333.7,7399.77,7266.83,7365.02,,
2016-07-14,7345.45,7401.67,7317.92,7386.18,,
2016-07-15,7378.65,7415.16,7336.77,7386.36,,
2016-07-18,7539.01,7566.2,7525.06,7544.02,,
2016-07-19,7372.27,7404.87,7347.69,7358.48,,
2016-07-20,7626.4,7667.94,7604.47,7646.58,,
2016-07-21,7519.93,7541.75,7456.66,7529.1,,
2016-07-22,7432.8,7516.06,7369.6,7425.1,,
2016-07-25,7548.17,7565.61,7508.8,7554.97,,
2016-07-26,7416.03,7468.27,7378.8,7432.11,,
2016-07-27,7521.12,7528.64,7436.63,7463.04,,
2016-07-28,7394.98,7436.19,7357.38,7427.69,,
2016-07-29,7533.33,7578.77,7496.4,7523.24,,
2016-08-01,7549.99,7630.21,7443.61,7568.66,,
2016-08-02,7537.53,7549.8,7509.99,7533.47,,
2016-08-03,7452.06,7515.66,7433.83,7500.57,,
2016-08-04,7570.36,7659.02,7562.79,7591.38,,
2016-08-05,7496.8,7556.46,7482.1,7490.62,,
2016-08-08,7511.34,7555.53,7477.98,7510.11,,
2016-08-09,7547.34,7554.89,7473.74,7522.86,,
2016-08-10,7545.66,7592.55,7453.78,7529.98,,
2016-08-11,7515.97,7553.59,7508.45,7527.81,,
2016-08-12,7567.19,7639.19,7516.42,7577.95,,
2016-08-15,7597.75,7605.35,7564.5,7583.85,,
2016-08-16,7539.44,7594.37,7478.89,7547.33,,
2016-08-17,7717.46,7752.09,7659.17,7698.14,,
2016-08-18,7607.2,7619.49,7566.03,7595.9,,
2016-08-19,7676.14,7683.82,7638.09,7656.82,,
2016-08-22,7724.47,7732.2,7665.53,7718.33,,
2016-08-23,7617.91,7706.67,7553.69,7599.9,,
2016-08-24,7625.57,7633.2,7589.86,7606.15,,
2016-08-25,7612.17,7620.56,7570.18,7589.58,,
2016-08-26,7642.3,7708.75,7600.56,7658.07,,
2016-08-29,7644.18,7707.87,7590.9,7683.24,,
2016-08-30,7628.78,7636.41,7595.53,7616.99,,
2016-08-31,7565.14,7599.24,7488.12,7543.95,,
2016-09-01,7752.01,7764.49,7736.28,7751.87,,
2016-09-02,7761.35,7773.53,7704.03,7722.79,,
2016-09-05,7614.58,7712.19,7606.97,7695.73,,
2016-09-06,7695.64,7749.04,7618.71,7711.04,,
2016-09-07,7776.77,7784.54,7706.15,7758.22,,
2016-09-08,7781.76,7843.29,7716.83,7759.1,,
2016-09-09,7620.13,7627.75,7538.4,7584.32,,
2016-09-12,7676.41,7698.65,7652.19,7685.28,,
2016-09-13,7797.62,7841.97,7788.07,7804.98,,
2016-09-14,7626.96,7659.27,7614.32,7623.63,,
2016-09-15,7662.56,7739.16,7654.9,7666.74,,
2016-09-16,7721.58,7772.4,7685.23,7760.79,,
2016-09-19,7613.99,7703.13,7606.37,7680.73,,
2016-09-20,7731.86,7753.96,7699.9,7738.78,,
2016-09-21,7703.39,7712.0,7645.19,7689.57,,
2016-09-22,7768.17,7838.02,7731.32,7741.88,,
2016-09-23,7662.37,7741.72,7570.91,7651.21,,
2016-09-26,7794.65,7871.68,7740.33,7789.91,,
2016-09-27,7782.31,7854.92,7722.34,7771.89,,
2016-09-28,7740.11,7819.22,7670.89,7711.85,,
2016-09-29,7706.35,7724.08,7698.64,7710.29,,
2016-09-30,7704.03,7751.25,7696.32,7735.68,,
2016-10-03,7895.99,7903.88,7868.6,7877.37,,
2016-10-04,7809.69,7860.94,7787.18,7808.43,,
2016-10-05,7844.39,7882.43,7807.98,7820.89,,
2016-10-06,7735.99,7803.59,7694.13,7789.79,,
2016-10-07,7822.35,7830.17,7757.08,7813.02,,
2016-10-10,7763.94,7819.35,7738.71,7766.36,,
2016-10-11,7966.49,8000.96,7884.47,7936.13,,
2016-10-12,7820.87,7860.35,7767.98,7787.44,,
2016-10-13,7852.96,7864.39,7804.2,7850.2,,
2016-10-14,7744.33,7796.96,7643.94,7728.69,,
2016-10-17,7912.32,7982.27,7895.01,7922.44,,
2016-10-18,7862.34,7870.2,7798.11,7842.6,,
2016-10-19,7916.6,7983.11,7908.68,7948.32,,
2016-10-20,7770.1,7867.39,7730.81,7814.29,,
2016-10-21,7807.16,7841.22,7799.35,7832.15,,
2016-10-24,7933.38,7941.32,7900.93,7909.52,,
2016-10-25,7893.27,7916.19,7874.56,7887.63,,
2016-10-26,7849.92,7888.4,7785.04,7868.31,,
2016-10-27,7913.75,7921.67,7853.81,7877.45,,
2016-10-28,7878.48,7936.95,7870.61,7923.92,,
2016-10-31,7908.04,7915.95,7827.99,7842.55,,
2016-11-01,8019.45,8098.62,8011.43,8059.68,,
